,fighter_1,weight_1,reach_1,age_1,slpm_1,sapm_1,td_avg_1,sub_avg_1,strk_acc_1,strk_def_1,td_acc_1,td_def_1,wins_1,losses_1,fighter_2,weight_2,reach_2,age_2,slpm_2,sapm_2,td_avg_2,sub_avg_2,strk_acc_2,strk_def_2,td_acc_2,td_def_2,wins_2,losses_2,result,SUB_OVR,KO_OVR
531,TonyGravely,135,69,31,3.92,3.04,6.65,0.4,52,47,55,52,23,7,JavidBasharat,135,69,27,5.45,2.53,1.54,0.5,58,64,60,0,12,0,0,0,0
532,NikolasMotta,155,70,29,2.87,4.64,0.0,0.0,30,60,0,0,12,4,CameronVanCamp,155,74,29,7.35,6.58,0.0,0.0,61,29,0,0,15,6,1,0,1
533,AlexaGrasso,125,66,29,4.92,3.79,0.54,0.7,43,63,57,60,14,3,VivianeAraujo,125,68,36,4.76,5.13,2.23,0.6,48,58,60,90,11,3,1,0,0
534,CubSwanson,135,70,39,4.66,3.65,1.08,0.5,50,60,51,61,28,12,JonathanMartinez,135,70,28,4.72,3.77,0.54,0.0,48,60,50,73,16,4,0,0,1
535,JordanWright,185,77,31,7.37,7.61,2.38,0.0,66,36,40,0,12,3,DuskoTodorovic,185,74,28,5.36,4.77,1.14,0.0,54,47,14,50,11,3,0,0,1
536,RaphaelAssuncao,135,66,40,3.2,2.34,1.44,0.3,40,68,38,77,27,9,VictorHenry,135,68,35,2.07,8.93,0.0,0.0,51,51,0,85,22,5,1,0,0
537,MishaCirkunov,205,77,35,3.87,3.0,4.25,1.8,51,57,43,76,15,8,AlonzoMenifield,205,76,35,3.88,3.23,0.82,0.2,56,53,30,83,12,3,0,0,1
538,ManaMartinez,135,10,26,3.8,3.55,0.93,0.9,50,41,66,12,9,3,BrandonDavis,135,10,32,4.63,4.46,0.7,0.1,35,60,45,56,14,9,1,0,0
539,NickMaximov,185,76,25,1.82,1.71,5.51,0.3,52,42,45,0,8,1,JacobMalkoun,185,73,27,3.09,2.76,6.95,0.7,58,43,38,0,6,2,0,0,0
540,JoandersonBrito,145,72,27,3.79,3.28,2.9,0.0,49,50,62,0,13,3,LucasAlexander,145,11,27,0.0,0.0,0.0,0.0,0,0,0,0,7,2,1,1,0
541,PieraRodriguez,115,63,30,3.1,2.23,3.0,0.0,44,64,35,75,8,0,SamHughes,115,64,30,3.77,4.73,1.41,0.0,47,53,40,41,7,4,1,0,0
542,TatsuroTaira,125,70,22,3.8,0.6,1.0,3.0,65,73,20,60,11,0,CJVergara,125,68,31,5.67,5.31,0.0,0.0,55,52,0,80,10,3,1,1,0
543,MikeJackson,170,74,37,4.33,2.91,0.76,0.0,56,67,50,88,1,1,PeteRodriguez,170,71,26,8.38,4.41,0.0,0.0,36,46,0,0,4,1,0,0,1
544,CharlesOliveira,155,10,33,3.53,3.18,2.46,2.9,53,52,40,57,33,8,IslamMakhachev,155,10,31,2.27,0.84,3.41,1.2,57,68,65,88,22,1,0,1,0
545,AljamainSterling,135,71,33,4.56,2.24,1.71,0.8,50,60,21,41,21,3,TJDillashaw,135,67,36,5.26,3.27,1.63,0.8,41,63,30,86,18,4,-2,0,1
546,PetrYan,135,67,29,5.45,3.88,1.48,0.2,53,61,61,90,16,3,SeanO'Malley,135,11,28,7.75,3.48,0.54,0.5,62,64,50,64,15,1,0,0,0
547,BeneilDariush,155,10,33,3.8,2.58,2.11,1.0,49,58,34,81,21,4,MateuszGamrot,155,10,32,3.54,3.19,4.83,0.3,51,63,35,90,21,1,1,0,0
548,KatlynChookagian,125,68,34,4.56,4.26,0.28,0.4,35,63,15,54,18,4,ManonFiorot,125,65,32,6.6,2.52,1.91,0.0,45,70,50,83,9,1,-2,0,0
549,BelalMuhammad,170,11,34,4.31,3.58,2.29,0.2,43,59,35,91,21,3,SeanBrady,170,10,30,3.91,3.22,3.22,0.9,54,62,60,87,15,0,1,0,1
550,MakhmudMuradov,185,75,32,5.39,3.17,0.31,0.3,42,61,16,80,25,7,CaioBorralho,185,10,29,2.72,1.82,2.63,0.0,62,61,80,75,12,1,0,0,0
551,VolkanOezdemir,205,75,33,4.76,3.99,0.4,0.0,47,56,23,86,18,6,NikitaKrylov,205,77,30,4.55,2.46,1.41,1.3,56,43,35,54,28,9,0,0,0
552,AbubakarNurmagomedov,170,11,33,3.59,2.52,1.68,0.0,49,69,33,0,16,3,GadzhiOmargadzhiev,170,71,29,1.21,1.81,1.64,0.8,41,38,66,0,13,1,1,0,0
553,ArmenPetrosyan,185,71,32,5.17,2.26,0.0,0.0,54,53,0,30,7,2,AJDobson,185,76,30,4.7,4.55,0.78,0.8,57,39,50,62,6,1,1,0,0
554,MuhammadMokaev,125,70,22,0.88,0.81,1.27,0.9,41,51,46,0,8,0,MalcolmGordon,125,71,32,2.39,2.43,2.06,0.7,44,44,25,0,14,5,1,1,0
555,KarolRosa,135,67,28,6.65,4.45,1.4,0.0,55,50,50,72,15,4,LinaLansberg,135,65,40,2.74,3.89,0.62,0.1,55,45,27,48,10,6,-2,0,0
556,CalvinKattar,145,11,34,5.19,7.15,0.44,0.1,39,54,29,91,23,6,ArnoldAllen,145,70,28,3.31,2.22,1.41,0.4,42,66,50,76,18,1,-2,0,0
557,TimMeans,170,75,38,5.01,3.63,1.02,0.2,48,61,39,66,32,13,MaxGriffin,170,11,37,4.36,3.94,1.48,0.4,50,57,50,75,18,9,0,0,0
558,WaldoCortes-Acosta,260,78,31,1.73,4.09,0.0,0.0,48,44,0,0,7,0,JaredVanderaa,265,80,30,5.23,5.84,0.22,0.0,45,43,0,20,12,9,1,0,0
559,JoshFremd,185,76,28,2.07,3.2,1.0,1.0,57,32,0,27,9,3,TreseanGore,185,75,28,3.45,6.74,1.59,0.8,54,45,66,80,4,2,0,1,0
560,DustinJacoby,205,76,34,5.27,3.77,0.38,0.0,46,59,42,58,18,5,KhalilRountreeJr.,205,76,32,3.34,3.55,0.0,0.2,38,49,0,50,11,5,0,0,0
561,PhilHawes,185,77,33,5.68,3.43,2.27,0.3,60,56,33,0,12,3,RomanDolidze,185,76,34,2.46,1.45,2.68,1.5,49,64,52,37,10,1,0,0,1
562,AndreiArlovski,240,77,43,3.81,3.2,0.4,0.2,45,57,36,76,34,20,MarcosRogeriodeLima,253,75,37,3.57,2.44,1.11,0.5,54,53,50,57,19,9,0,1,0
563,JosephHolmes,185,80,27,3.31,2.9,1.89,1.3,51,61,37,60,8,2,JunyongPark,185,10,31,5.14,3.93,2.12,0.4,50,53,55,70,14,5,0,1,0
564,ChaseHooper,145,74,23,3.99,3.41,1.59,2.4,48,34,27,50,11,2,SteveGarcia,145,75,30,4.5,2.33,1.84,0.5,56,41,44,0,12,5,0,0,1
565,CodyDurden,125,67,31,3.98,4.12,4.24,0.4,49,48,38,71,13,4,CarlosMota,125,69,27,0.0,0.0,0.0,0.0,0,0,0,0,8,1,1,0,0
566,ChristianRodriguez,135,71,25,3.47,2.17,1.0,1.5,41,60,0,60,7,1,JoshuaWeems,135,69,28,6.92,5.54,0.0,0.0,60,61,0,0,11,2,1,1,0
567,MarinaRodriguez,115,65,35,5.03,3.07,0.2,0.2,47,57,33,65,16,1,AmandaLemos,115,65,35,4.87,4.4,1.07,0.5,57,48,57,81,12,2,-2,0,0
568,NeilMagny,170,80,35,3.59,2.16,2.31,0.3,46,55,40,57,26,10,DanielRodriguez,170,74,36,7.75,5.35,0.72,0.1,49,57,55,73,17,2,1,1,0
569,ChaseSherman,250,78,33,6.51,6.51,0.0,0.0,47,52,0,66,16,10,JoshParisian,265,79,33,4.97,5.11,1.06,0.3,52,41,30,42,15,5,-2,0,0
570,TagirUlanbekov,125,70,31,3.42,3.36,3.67,0.7,44,54,42,61,13,2,NateManess,125,10,31,1.95,4.79,1.01,0.3,42,40,75,77,14,2,1,1,0
571,GrantDawson,155,10,28,3.17,2.56,3.97,1.4,50,45,34,40,18,1,MarkMadsen,155,72,38,3.77,3.92,3.9,0.0,47,55,66,50,12,0,1,1,0
572,DarrickMinner,145,69,32,2.58,1.95,2.46,2.8,64,32,72,66,26,13,ShayilanNuerdanbieke,145,69,28,1.8,2.89,3.0,0.0,42,49,32,40,38,10,0,0,1
573,MirandaMaverick,125,65,25,3.62,2.69,2.1,0.3,41,59,61,44,12,4,ShannaYoung,125,65,31,3.67,5.15,0.0,0.8,51,43,0,60,9,5,-2,0,0
574,MarioBautista,135,69,29,5.27,3.96,2.17,0.3,48,56,63,66,10,2,BenitoLopez,135,10,28,4.49,4.8,0.0,0.3,44,58,0,78,10,1,1,1,0
575,PolyanaViana,115,67,30,3.35,2.79,0.82,2.5,40,54,33,50,12,5,JinhYuFrey,115,65,37,3.12,4.13,0.62,0.4,44,52,33,88,11,7,-2,0,0
576,LiudvikSholinian,135,10,32,1.27,6.13,0.0,0.0,20,40,0,75,9,3,JohnnyMunoz,135,71,29,2.74,1.39,2.53,2.5,41,67,20,0,11,2,0,0,0
577,CarlosCandelario,125,68,31,3.11,4.04,2.33,0.3,46,42,33,53,8,2,JakeHadley,125,70,26,1.47,1.73,0.65,1.9,38,70,0,42,8,1,0,1,0
578,TamiresVidal,135,68,24,0.0,0.0,0.0,0.0,0,0,0,0,6,1,RamonaPascual,135,66,34,3.83,8.73,2.0,0.0,55,46,19,0,6,4,-2,0,0
579,IsraelAdesanya,185,80,33,3.93,2.67,0.0,0.2,49,59,0,78,23,1,AlexPereira,185,79,35,6.29,3.36,0.0,0.0,60,58,0,73,6,1,0,0,1
580,CarlaEsparza,115,63,35,2.2,2.59,3.25,0.3,40,55,35,47,20,6,ZhangWeili,115,63,33,5.78,4.26,2.09,0.3,47,52,34,60,22,3,-2,0,0
581,DustinPoirier,155,72,33,5.61,4.28,1.44,1.2,50,53,36,64,28,7,MichaelChandler,155,71,36,5.17,4.87,1.83,1.1,46,45,36,71,23,7,1,1,0
582,FrankieEdgar,135,68,41,3.79,2.81,2.3,0.3,40,66,31,65,23,10,ChrisGutierrez,135,67,31,4.69,2.61,0.44,0.1,58,63,37,73,18,3,0,0,1
583,DanHooker,145,75,32,4.91,4.81,0.89,0.2,47,51,36,78,21,12,ClaudioPuelles,155,10,26,1.99,2.89,2.74,1.4,51,46,38,60,13,2,1,0,1
584,BradRiddell,155,71,31,4.73,3.56,1.85,0.0,53,52,37,62,10,3,RenatoMoicano,155,11,33,4.8,4.07,1.7,0.6,48,61,48,73,16,5,0,1,0
585,DominickReyes,205,77,33,4.77,3.73,0.36,0.4,50,48,28,80,12,3,RyanSpann,205,79,31,3.35,3.41,1.5,1.8,44,47,38,50,20,7,0,0,1
586,ErinBlanchfield,125,66,23,5.69,2.5,3.99,0.8,56,62,66,75,9,1,MollyMcCann,125,62,32,5.84,4.84,1.73,0.5,50,64,35,46,13,4,-2,0,0
587,AndrePetroski,185,73,31,4.07,2.05,4.1,4.1,61,53,47,0,8,2,WellingtonTurman,185,72,26,2.96,4.04,1.98,1.0,49,42,20,85,18,5,1,0,0
588,MattFrevola,155,71,32,3.43,3.47,2.47,1.0,41,59,37,42,9,3,OttmanAzaitar,155,71,32,8.43,1.76,0.0,0.0,57,67,0,0,13,0,1,0,1
589,KarolinaKowalkiewicz,115,64,37,5.38,5.59,0.18,0.3,41,56,18,75,13,7,SilvanaGomezJuarez,115,65,38,2.62,2.37,0.0,0.0,48,54,0,37,11,4,-2,0,0
590,MichaelTrizano,145,11,31,3.45,4.34,0.38,0.6,52,49,66,71,10,3,SeungWooChoi,145,74,30,3.32,3.0,0.9,0.0,37,45,55,66,10,5,1,0,1
591,JulioArce,135,70,33,4.74,3.08,0.42,0.4,37,69,27,94,18,5,MontelJackson,135,10,30,3.42,1.34,4.13,0.3,55,57,78,68,11,2,0,0,0
592,CarlosUlberg,205,77,32,8.91,3.95,1.13,0.0,62,50,0,0,7,1,NicolaeNegumereanu,205,78,28,3.79,5.69,1.09,0.0,41,39,28,62,13,1,1,0,1
593,DerrickLewis,260,79,37,2.57,2.57,0.6,0.0,50,41,28,55,26,10,SergheiSpivac,260,78,27,3.79,2.96,4.09,0.4,51,55,63,70,15,3,-1,0,0
594,KennedyNzechukwu,205,83,30,4.68,4.36,0.79,0.2,44,51,62,81,10,3,IonCutelaba,205,75,29,4.61,3.26,4.68,0.0,42,47,63,76,16,8,0,0,1
595,ChaseSherman,250,78,33,6.51,6.51,0.0,0.0,47,52,0,66,16,10,WaldoCortes-Acosta,260,78,31,6.21,3.8,0.0,0.0,46,56,0,0,8,0,0,0,0
596,AndreFialho,170,74,28,3.78,6.65,0.0,0.0,42,48,0,75,16,5,MuslimSalikhov,170,11,38,3.04,2.56,1.17,0.0,47,66,35,77,18,3,0,0,1
597,JackDellaMaddalena,170,11,26,8.24,4.68,0.0,0.0,49,65,0,66,12,2,DannyRoberts,170,74,35,3.13,3.32,0.26,0.3,41,51,11,57,18,6,1,0,1
598,CharlesJohnson,125,70,31,0.8,0.8,0.0,0.0,54,58,0,53,11,3,ZhalgasZhumagulov,125,66,34,3.98,4.7,1.47,0.3,43,56,18,50,14,7,1,0,0
599,JenniferMaia,125,64,34,3.61,4.24,0.33,0.1,36,54,30,55,19,9,MarynaMoroz,125,67,31,4.04,3.98,0.78,0.8,32,52,22,47,11,3,-1,0,0
600,VinceMorales,135,70,32,4.42,4.51,0.16,0.0,38,52,25,43,11,6,MilesJohns,135,66,28,3.85,2.9,0.83,0.0,51,69,28,92,12,2,0,0,0
601,RickyTurcios,135,71,29,5.27,4.02,0.67,0.0,34,56,18,45,12,3,KevinNatividad,135,70,29,2.63,4.02,0.0,0.0,24,54,0,0,9,3,1,0,0
602,VanessaDemopoulos,115,59,34,3.46,4.47,0.32,1.3,44,44,7,50,8,4,MariaOliveira,115,69,26,5.14,6.11,0.91,0.0,34,45,50,46,13,5,-1,0,0
603,BradyHiestand,135,71,23,4.4,6.67,6.0,0.0,49,41,54,50,6,2,FernieGarcia,135,67,30,2.85,4.19,0.0,0.0,36,57,0,60,10,2,1,0,0
604,NataliaSilva,125,65,25,6.4,2.07,2.0,0.0,51,69,66,0,13,5,TerezaBleda,125,71,21,3.33,0.6,1.0,0.0,56,64,0,66,6,0,-1,0,0
605,StephenThompson,170,75,39,3.9,2.81,0.29,0.0,43,56,41,63,16,6,KevinHolland,170,81,30,3.85,2.38,0.83,0.6,54,55,43,50,23,8,1,0,1
606,BryanBarberena,170,72,33,6.11,5.01,0.16,0.3,48,44,25,55,18,8,RafaelDosAnjos,155,70,38,3.58,3.23,1.96,0.5,46,61,34,59,31,14,0,1,0
607,MatheusNicolau,125,66,29,3.64,3.09,1.46,1.0,52,67,42,93,18,3,MattSchnell,125,70,32,4.34,4.44,0.68,1.2,39,57,44,50,16,6,1,0,1
608,TaiTuivasa,264,75,29,4.12,4.24,0.0,0.0,50,45,0,52,15,4,SergeiPavlovich,257,84,30,6.83,4.44,0.0,0.0,51,45,0,66,16,1,0,0,1
609,JackHermansson,185,77,34,5.12,3.74,1.57,0.5,43,55,27,75,23,7,RomanDolidze,185,76,34,2.6,1.54,2.47,1.6,48,63,52,33,11,1,0,1,0
610,ErykAnders,185,75,35,3.26,4.2,1.57,0.1,47,50,25,75,14,7,KyleDaukaus,185,76,29,3.05,2.56,2.36,2.1,54,40,31,86,11,3,1,0,1
611,NikoPrice,170,76,33,5.16,5.67,0.79,0.8,42,47,22,65,15,5,PhilRowe,170,80,32,4.3,3.94,0.72,0.0,56,52,33,47,9,3,0,0,1
612,AngelaHill,115,64,37,5.36,4.98,0.61,0.1,48,62,29,76,14,12,EmilyDucote,115,63,28,7.73,4.2,0.0,0.0,56,74,0,0,12,6,-1,0,0
613,ClayGuida,155,70,41,2.52,2.74,3.24,0.7,34,62,37,68,37,19,ScottHoltzman,155,69,39,4.32,3.58,2.07,0.2,48,53,56,66,14,5,1,0,0
614,MichaelJohnson,155,10,36,4.2,3.91,0.5,0.1,38,58,43,79,21,18,MarcDiakiese,155,10,29,2.63,2.33,3.68,0.0,39,53,47,64,16,5,1,0,0
615,DarrenElkins,145,10,38,3.52,3.16,2.76,1.1,38,51,33,56,27,10,JonathanPearce,145,71,30,5.78,3.62,6.75,1.1,58,48,60,58,13,4,0,0,0
616,NatanLevy,155,71,31,3.84,3.62,5.13,0.7,52,54,56,41,7,1,GenaroValdez,155,72,30,5.12,2.91,6.68,1.7,35,46,44,0,10,1,1,0,0
617,MarceloRojo,145,71,34,4.9,7.07,0.57,0.0,36,51,50,66,16,9,FrancisMarshall,145,72,23,7.33,4.93,6.0,0.0,47,59,60,0,6,0,0,0,1
618,YazminJauregui,115,64,23,5.73,4.4,0.0,0.0,39,63,0,0,9,0,IstelaNunes,115,66,30,5.4,4.01,0.0,0.0,43,61,0,41,6,3,-1,0,0
619,JanBlachowicz,205,78,39,3.55,2.77,1.08,0.3,49,54,53,66,29,9,MagomedAnkalaev,205,75,30,3.64,2.14,0.94,0.0,54,60,33,86,18,1,-1,0,0
620,PaddyPimblett,155,10,27,4.19,3.0,1.88,4.7,53,41,40,60,19,3,JaredGordon,155,68,34,5.53,3.11,1.97,0.0,58,57,39,58,19,5,1,0,0
621,SantiagoPonzinibbio,170,73,36,5.0,4.77,0.56,0.0,41,60,31,60,29,6,AlexMorono,170,11,32,5.36,4.01,0.32,0.3,43,57,20,51,22,7,1,0,1
622,DarrenTill,185,74,30,2.26,3.02,0.5,0.0,46,58,41,78,18,4,DricusDuPlessis,185,76,28,6.55,4.23,1.2,0.0,51,52,18,0,17,2,0,1,0
623,BryceMitchell,145,10,28,2.28,1.39,3.4,1.9,63,59,52,33,15,1,IliaTopuria,145,69,25,2.87,2.28,3.15,2.6,48,64,46,0,12,0,0,1,0
624,RaulRosasJr.,135,67,18,1.33,0.8,3.0,1.0,50,25,60,0,6,0,JayPerrin,135,67,29,3.84,4.07,3.0,0.0,46,44,52,64,10,6,1,1,0
625,JairzinhoRozenstruik,242,78,34,2.8,3.24,0.0,0.0,45,45,0,75,12,4,ChrisDaukaus,250,76,33,6.47,4.02,0.0,0.0,50,59,0,0,12,5,1,0,1
626,EdmenShahbazyan,185,74,25,3.24,4.13,2.71,0.5,50,46,37,57,11,3,DalchaLungiambula,185,76,35,3.18,3.66,2.49,0.0,44,53,55,77,11,5,1,0,1
627,ChrisCurtis,185,10,35,6.0,6.39,0.0,0.0,58,52,0,0,29,9,JoaquinBuckley,185,10,28,3.61,3.42,1.35,0.0,32,54,30,66,15,5,1,0,1
628,BillyQuarantillo,145,10,34,7.74,5.8,1.37,1.4,59,40,21,57,16,4,AlexanderHernandez,145,72,30,3.97,3.94,1.43,0.0,37,57,33,64,13,5,1,0,1
629,TJBrown,145,72,32,3.68,2.88,3.86,1.6,43,50,61,41,16,9,ErikSilva,145,71,35,7.83,0.0,9.78,0.0,70,0,0,0,9,1,1,1,0
630,CameronSaaiman,135,67,22,4.43,2.95,1.17,1.2,39,59,33,0,6,0,StevenKoslow,125,69,25,0.0,0.0,0.0,0.0,0,0,0,0,6,0,1,0,1
631,JaredCannonier,185,11,38,3.73,3.5,0.19,0.0,51,61,25,65,15,6,SeanStrickland,185,76,31,5.54,4.01,1.14,0.3,40,65,61,85,25,4,1,0,0
632,ArmanTsarukyan,155,72,26,3.76,1.86,2.71,0.0,45,54,33,75,18,3,DamirIsmagulov,155,10,31,4.05,2.56,1.4,0.0,42,63,28,90,24,1,1,0,0
633,AmirAlbazi,125,68,29,3.79,3.01,3.09,1.2,42,55,62,66,15,1,AlessandroCosta,125,67,26,3.0,3.27,0.0,0.0,34,68,0,0,11,2,1,0,1
634,AlexCaceres,145,10,34,4.15,2.92,0.58,0.8,51,64,70,64,19,13,JulianErosa,145,74,33,6.26,6.3,1.73,0.7,48,48,48,61,28,10,1,0,1
635,DrewDober,155,70,34,4.47,4.16,0.75,0.1,40,51,17,54,25,11,BobbyGreen,155,10,36,5.88,3.65,1.34,0.3,52,62,38,72,29,13,1,0,1
636,CodyBrundage,185,72,28,2.65,2.65,1.81,1.2,53,51,30,68,8,2,MichalOleksiejczuk,205,74,27,4.95,4.19,0.7,0.0,50,64,42,50,17,5,0,0,1
637,CheyanneVlismas,115,63,27,5.83,2.93,0.33,0.0,51,62,33,73,7,2,CoryMcKenna,115,58,23,3.47,3.53,2.06,0.6,42,47,53,71,7,2,-1,0,0
638,JakeMatthews,170,11,28,3.17,2.18,1.85,0.6,45,61,41,66,18,5,MatthewSemelsberger,170,75,30,4.99,5.17,0.99,0.2,43,55,0,63,10,4,0,0,0
639,SaidNurmagomedov,135,70,30,4.15,2.2,0.61,0.3,46,61,10,70,16,2,SaidyokubKakhramonov,135,69,27,2.29,0.91,6.07,2.0,54,57,52,80,10,2,1,1,0
640,RafaGarcia,155,70,28,3.26,4.75,3.87,0.4,38,53,42,76,14,3,Maheshate,155,71,23,3.45,3.39,0.0,0.0,31,57,0,0,9,1,1,0,0
641,BryanBattle,170,77,28,7.18,4.53,1.31,0.7,56,41,22,55,9,1,RinatFakhretdinov,170,74,31,3.0,1.2,5.0,0.0,73,45,50,0,19,1,0,0,0
642,DavidDvorak,125,68,30,3.87,3.0,0.0,0.3,43,61,0,81,20,4,ManelKape,125,68,29,4.69,4.59,0.77,0.0,53,51,28,80,17,6,0,0,0
643,SergeyMorozov,135,67,33,3.34,3.36,2.87,0.0,48,57,26,64,18,5,JourneyNewson,135,67,33,3.26,2.62,0.96,0.5,36,64,50,0,10,3,1,0,0
644,SeanStrickland,185,76,32,5.59,4.18,1.09,0.3,40,64,62,85,25,5,NassourdineImavov,185,75,28,4.08,2.43,0.95,2.4,54,62,23,76,12,3,1,0,0
645,DanIge,145,71,32,3.8,3.56,1.23,0.3,45,56,25,51,15,6,DamonJackson,145,11,35,2.65,2.83,2.62,2.1,41,50,40,42,22,4,1,0,1
646,PunaheleSoriano,185,11,31,3.95,3.42,1.02,0.0,47,52,57,31,9,2,RomanKopylov,185,75,32,3.44,3.81,0.37,0.0,44,60,33,87,9,2,0,0,1
647,KetlenVieira,135,68,32,3.13,4.03,1.51,0.4,41,52,40,92,13,2,RaquelPennington,135,67,35,3.93,3.28,1.0,0.7,50,62,28,63,14,9,-1,0,0
648,UmarNurmagomedov,135,69,27,4.35,0.37,5.02,1.1,70,85,45,0,15,0,RaoniBarcelos,135,67,36,5.82,4.94,1.71,0.4,52,62,42,93,17,3,1,0,1
649,JavidBasharat,135,69,28,5.41,2.42,1.7,0.3,56,66,55,87,13,0,MateusMendonca,135,71,24,1.25,5.0,0.0,0.0,75,60,0,0,10,0,1,0,0
650,ClaudioRibeiro,185,77,31,9.6,0.0,0.0,0.0,66,0,0,0,10,2,AbdulRazakAlhassan,185,10,38,3.57,4.06,1.04,0.0,48,56,45,52,11,5,0,0,1
651,MateuszRebecki,155,66,31,0.0,0.97,9.73,4.9,0,50,50,0,16,1,NickFiore,155,10,26,0.0,0.0,0.0,0.0,0,0,0,0,6,0,1,0,0
652,AllanNascimento,125,69,32,3.31,2.38,1.0,0.7,61,50,20,16,19,6,CarlosHernandez,125,67,30,5.37,4.37,1.0,0.5,47,45,11,70,8,1,1,1,0
653,DanArgueta,145,68,30,1.8,2.13,1.0,0.0,45,39,33,50,8,1,NickAguirre,145,74,27,0.0,0.0,0.0,0.0,0,0,0,0,7,0,1,0,0
654,CharlesJohnson,125,70,32,4.23,4.37,0.0,0.0,54,50,0,56,12,3,JimmyFlick,125,68,33,1.99,2.3,1.81,7.2,58,50,50,0,16,5,1,0,1
655,GloverTeixeira,205,76,44,3.8,3.93,2.2,1.0,50,52,37,60,33,8,JamahalHill,205,79,32,6.46,3.51,0.0,0.0,52,45,0,65,11,1,0,0,0
656,DeivesonFigueiredo,125,68,36,3.27,3.53,1.48,1.8,55,52,41,58,21,2,BrandonMoreno,125,70,30,3.58,3.33,1.71,0.6,39,57,44,68,20,6,0,0,1
657,GilbertBurns,170,10,37,3.46,3.21,2.0,0.6,48,54,34,47,20,5,NeilMagny,170,80,36,3.62,2.27,2.43,0.3,46,54,42,57,27,10,1,1,0
658,LaurenMurphy,125,67,40,3.84,4.45,1.11,0.1,40,58,34,71,16,5,JessicaAndrade,125,62,32,6.16,5.16,2.85,0.5,50,53,55,66,23,9,-1,0,0
659,PaulCraig,205,76,36,2.47,2.79,1.85,1.7,46,47,20,50,16,5,JohnnyWalker,205,82,31,3.26,2.64,0.43,1.3,59,42,0,58,19,7,0,0,1
660,MauricioRua,205,76,42,3.57,2.77,2.03,0.7,50,54,48,48,27,13,IhorPotieria,205,75,27,4.58,5.89,0.0,0.0,58,42,0,33,19,3,0,0,1
661,GregoryRodrigues,185,75,31,6.19,5.87,2.39,0.6,55,51,50,0,13,4,BrunnoFerreira,185,10,31,0.11,6.32,0.0,0.0,61,50,0,0,9,0,0,0,1
662,ThiagoMoises,155,70,28,2.48,4.02,1.11,1.2,37,56,36,60,16,6,MelquizaelCosta,155,10,27,0.0,0.0,0.0,0.0,0,0,0,0,19,5,1,1,0
663,GabrielBonfim,170,72,26,6.17,4.74,3.56,3.6,38,72,0,0,13,0,MounirLazzez,170,76,36,7.4,5.28,1.84,0.0,54,53,66,71,11,2,1,1,0
664,ShamilAbdurakhimov,235,76,42,2.6,2.8,1.09,0.2,44,58,23,47,20,7,JailtonAlmeida,205,79,32,3.56,0.43,7.18,3.2,57,11,75,50,17,2,0,0,1
665,LuanLacerda,135,71,30,0.0,0.0,0.0,0.0,0,0,0,0,12,1,CodyStamann,135,64,34,4.19,3.39,2.76,0.0,47,63,42,75,20,5,0,0,0
666,IsmaelBonfim,155,71,28,5.67,3.0,1.0,0.0,53,80,33,0,18,3,TerranceMcKinney,155,10,29,4.7,2.11,5.11,2.0,56,53,50,0,13,4,1,0,1
667,WarlleyAlves,170,11,32,3.07,3.63,1.42,1.1,48,51,52,78,15,5,NicolasDalby,170,11,39,3.22,3.22,1.22,0.1,39,53,31,65,20,4,0,0,0
668,JosianeNunes,145,67,30,7.54,4.37,0.0,0.0,42,52,0,70,9,1,ZarahFairn,145,72,40,1.98,6.61,0.0,0.0,45,39,0,50,6,4,-1,0,0
669,SaimonOliveira,135,72,32,2.73,3.1,1.5,2.0,44,54,42,31,18,4,DanielMarcos,135,69,30,5.4,3.0,0.0,0.0,47,73,0,84,13,0,0,0,1
670,DerrickLewis,260,79,38,2.57,2.57,0.6,0.0,50,41,28,55,26,10,SergheiSpivac,260,78,28,3.79,2.96,4.09,0.4,51,55,63,70,15,3,0,1,0
671,DaWoonJung,205,78,30,4.05,3.81,2.43,0.3,43,54,61,88,15,3,DevinClark,205,75,33,2.94,2.86,2.3,0.1,55,44,35,55,13,7,0,0,0
672,MarcinTybura,249,78,38,3.61,3.38,1.42,0.1,49,54,32,79,23,7,BlagoyIvanov,250,11,37,3.44,4.21,0.9,0.1,41,54,40,77,19,4,1,0,0
673,DoohoChoi,145,10,32,5.32,6.38,0.41,0.0,51,53,20,50,14,4,KyleNelson,145,11,32,3.34,5.39,0.65,1.3,46,47,10,63,13,5,-1,0,0
674,YusakuKinoshita,170,71,23,5.79,3.45,0.0,0.0,61,56,0,0,6,1,AdamFugitt,170,77,34,5.74,7.44,1.35,0.0,56,45,12,0,8,3,0,0,1
675,JekaSaragih,155,69,28,3.45,1.52,2.98,1.0,50,58,0,0,13,2,AnshulJubli,155,69,28,6.47,6.67,0.0,0.0,35,54,0,60,6,0,0,0,1
676,JeongYeongLee,145,10,28,0.77,4.62,0.0,1.5,56,40,0,50,9,1,YiZha,145,70,26,2.5,2.21,7.83,2.6,48,51,75,60,21,3,1,0,0
677,ToshiomiKazama,135,69,26,1.67,1.47,2.0,0.0,62,47,15,66,10,2,RinyaNakamura,135,68,28,7.48,3.3,5.22,2.6,52,62,66,0,6,0,0,0,1
