,fighter_1,weight_1,reach_1,age_1,slpm_1,sapm_1,td_avg_1,sub_avg_1,strk_acc_1,strk_def_1,td_acc_1,td_def_1,wins_1,losses_1,fighter_2,weight_2,reach_2,age_2,slpm_2,sapm_2,td_avg_2,sub_avg_2,strk_acc_2,strk_def_2,td_acc_2,td_def_2,wins_2,losses_2,result,SUB_OVR,KO_OVR,Fighter_1_Odds,Fighter_2_Odds
0,DerrickLewis,260.0,79.0,36,2.59,2.16,0.52,0.0,50.0,44.0,26.0,54.0,25.0,7.0,CirylGane,245.0,81.0,31,5.13,2.6,0.82,0.3,54.0,63.0,21.0,0.0,9.0,0.0,0,0,1,250.0,-357.0
1,JoseAldo,135.0,70.0,35,3.45,3.52,0.57,0.1,45.0,61.0,56.0,91.0,29.0,7.0,PedroMunhoz,135.0,65.0,35,5.6,5.87,0.68,0.8,43.0,58.0,21.0,80.0,19.0,5.0,1,0,0,-125.0,-116.0
2,MichaelChiesa,170.0,75.0,34,1.89,1.71,3.6,0.9,40.0,54.0,52.0,68.0,18.0,4.0,VicenteLuque,170.0,11.0,30,5.74,5.78,0.66,0.9,54.0,52.0,50.0,65.0,20.0,7.0,0,1,0,-115.0,-116.0
3,SongYadong,135.0,67.0,24,4.35,3.64,0.59,0.4,42.0,57.0,75.0,56.0,16.0,5.0,CaseyKenney,135.0,68.0,30,4.81,4.3,1.1,0.5,42.0,59.0,39.0,59.0,16.0,3.0,1,0,0,-106.0,-146.0
4,BobbyGreen,155.0,10.0,35,5.17,3.32,1.56,0.3,51.0,63.0,41.0,72.0,27.0,11.0,RafaelFiziev,155.0,71.0,28,4.67,4.17,0.84,0.0,57.0,55.0,50.0,0.0,9.0,1.0,0,0,0,220.0,-315.0
5,VinceMorales,145.0,70.0,31,4.22,4.16,0.0,0.0,39.0,53.0,0.0,55.0,9.0,5.0,DrakoRodriguez,135.0,69.0,25,2.57,2.57,2.75,2.8,35.0,26.0,0.0,0.0,7.0,2.0,1,0,0,-115.0,-124.0
6,AlonzoMenifield,205.0,76.0,34,3.31,3.6,0.39,0.4,48.0,46.0,14.0,85.0,10.0,2.0,EdHerman,205.0,77.0,41,3.32,3.35,2.21,1.2,49.0,43.0,48.0,60.0,27.0,14.0,1,0,0,-303.0,190.0
7,ManelKape,125.0,68.0,28,3.67,4.3,1.0,0.0,45.0,48.0,28.0,80.0,15.0,6.0,OdeOsbourne,145.0,73.0,29,4.3,3.04,1.9,1.9,54.0,42.0,0.0,66.0,9.0,3.0,1,0,1,-250.0,160.0
8,MilesJohns,135.0,66.0,27,3.33,2.42,1.21,0.0,48.0,68.0,30.0,87.0,11.0,1.0,AndersonDosSantos,135.0,70.0,36,2.66,4.8,1.3,0.9,28.0,55.0,18.0,66.0,21.0,8.0,1,0,1,-250.0,160.0
9,JohnnyMunoz,145.0,71.0,28,3.27,1.4,2.0,1.0,62.0,58.0,12.0,0.0,10.0,1.0,JameySimmons,145.0,70.0,29,0.52,2.08,0.0,0.0,50.0,50.0,0.0,0.0,7.0,3.0,1,1,0,-350.0,225.0
10,JaredCannonier,185.0,11.0,37,3.7,3.09,0.16,0.0,52.0,64.0,33.0,54.0,13.0,5.0,KelvinGastelum,185.0,71.0,30,3.52,3.24,1.16,0.1,42.0,57.0,37.0,62.0,17.0,7.0,1,0,0,-161.0,120.0
11,ClayGuida,155.0,70.0,40,2.44,2.57,3.36,0.7,34.0,63.0,38.0,68.0,36.0,17.0,MarkMadsen,155.0,72.0,37,2.28,2.53,8.33,0.0,42.0,46.0,64.0,0.0,10.0,0.0,0,0,0,135.0,-185.0
12,ParkerPorter,265.0,75.0,36,7.69,7.36,1.65,1.1,49.0,52.0,60.0,0.0,11.0,6.0,ChaseSherman,250.0,78.0,32,6.0,5.77,0.0,0.0,45.0,52.0,0.0,77.0,15.0,7.0,1,0,0,150.0,-230.0
13,TrevinJones,135.0,70.0,31,3.84,6.81,1.17,0.0,61.0,35.0,20.0,0.0,13.0,6.0,SaidyokubKakhramonov,135.0,8.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0,1,0,-174.0,117.0
14,VincPichel,155.0,10.0,39,3.2,2.28,3.83,0.3,46.0,56.0,60.0,20.0,13.0,2.0,AustinHubbard,155.0,10.0,30,3.66,2.61,0.81,0.0,50.0,59.0,66.0,58.0,13.0,5.0,1,0,0,-164.0,100.0
15,AlexandrePantoja,125.0,67.0,31,4.3,3.39,0.94,0.9,47.0,53.0,35.0,68.0,23.0,5.0,BrandonRoyval,125.0,68.0,29,3.77,2.88,0.79,2.4,46.0,47.0,0.0,53.0,12.0,5.0,1,1,0,-182.0,132.0
16,AustinLingo,145.0,10.0,27,3.57,3.17,1.0,0.0,44.0,62.0,66.0,76.0,8.0,1.0,LuisSaldana,145.0,11.0,30,4.39,1.79,0.0,0.6,51.0,64.0,0.0,42.0,15.0,6.0,1,0,0,-112.0,-125.0
17,BrianKelleher,135.0,66.0,35,3.92,5.47,1.0,0.7,39.0,53.0,25.0,59.0,22.0,12.0,DomingoPilarte,135.0,73.0,31,2.04,3.69,2.0,1.3,50.0,42.0,42.0,75.0,8.0,2.0,1,0,0,-200.0,140.0
18,WilliamKnight,205.0,10.0,33,3.56,2.56,2.56,0.3,74.0,34.0,53.0,40.0,9.0,2.0,FabioCherant,205.0,95.0,27,1.0,6.73,0.0,0.0,30.0,31.0,0.0,0.0,7.0,2.0,1,0,1,-200.0,141.0
19,RooseveltRoberts,155.0,73.0,27,3.03,2.27,1.75,1.1,49.0,52.0,53.0,58.0,10.0,2.0,IgnacioBahamondes,155.0,75.0,24,7.91,6.4,0.0,0.0,41.0,51.0,0.0,0.0,11.0,4.0,0,0,1,-175.0,120.0
20,SashaPalatnikov,170.0,72.0,32,7.58,6.15,0.82,0.0,52.0,52.0,0.0,80.0,6.0,3.0,RamizBrahimaj,170.0,10.0,29,3.73,6.14,0.0,0.0,36.0,55.0,0.0,0.0,8.0,3.0,0,1,0,128.0,-220.0
21,EdsonBarboza,145.0,11.0,35,4.16,4.15,0.42,0.1,44.0,59.0,44.0,78.0,22.0,9.0,GigaChikadze,145.0,74.0,33,3.55,2.67,0.38,0.0,44.0,60.0,33.0,68.0,13.0,2.0,0,0,1,-130.0,-105.0
22,BryanBattle,185.0,77.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,GilbertUrbina,185.0,60.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1,1,0,-225.0,150.0
23,RickyTurcios,135.0,71.0,28,7.33,4.07,0.0,0.0,37.0,64.0,0.0,0.0,11.0,2.0,BradyHiestand,135.0,71.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1,0,0,-167.0,106.0
24,AndrePetroski,185.0,73.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,MichealGillmore,185.0,11.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1,0,1,-625.0,375.0
25,MakhmudMuradov,185.0,75.0,31,5.32,2.92,0.36,0.4,42.0,64.0,16.0,0.0,25.0,6.0,GeraldMeerschaert,185.0,77.0,34,3.31,3.6,2.28,1.8,43.0,51.0,43.0,43.0,32.0,14.0,0,1,0,-714.0,400.0
26,AlessioDiChirico,185.0,74.0,32,3.3,3.24,1.62,0.0,41.0,62.0,45.0,83.0,13.0,5.0,AbdulRazakAlhassan,185.0,10.0,36,3.71,4.24,0.53,0.0,47.0,53.0,28.0,55.0,10.0,4.0,0,0,1,-265.0,190.0
27,SamAlvey,205.0,75.0,35,3.2,3.44,0.07,0.1,43.0,54.0,16.0,82.0,33.0,15.0,WellingtonTurman,185.0,72.0,25,2.44,3.75,2.31,0.8,42.0,43.0,22.0,0.0,16.0,5.0,0,0,0,-108.0,-133.0
28,DustinJacoby,205.0,76.0,33,4.03,3.27,0.36,0.0,48.0,59.0,50.0,61.0,14.0,5.0,DarrenStewart,185.0,74.0,31,2.98,3.07,1.56,0.1,45.0,49.0,41.0,67.0,12.0,7.0,1,0,1,-205.0,155.0
29,JamallEmmers,145.0,10.0,32,5.75,4.65,2.9,0.0,52.0,54.0,53.0,0.0,18.0,5.0,PatSabatini,145.0,70.0,31,1.73,1.27,1.0,1.0,57.0,62.0,20.0,0.0,14.0,3.0,0,1,0,-161.0,120.0
30,ManaMartinez,135.0,10.0,25,2.11,1.27,0.0,6.3,62.0,50.0,0.0,0.0,8.0,2.0,GuidoCannetti,135.0,68.0,42,2.85,2.17,2.64,0.3,51.0,50.0,50.0,75.0,8.0,6.0,1,0,0,-320.0,210.0
31,DerekBrunson,185.0,77.0,37,3.46,2.72,3.11,0.5,47.0,53.0,33.0,94.0,22.0,7.0,DarrenTill,185.0,74.0,29,2.27,2.99,0.54,0.0,46.0,58.0,41.0,82.0,18.0,3.0,1,1,0,120.0,-177.0
32,TomAspinall,256.0,78.0,28,7.43,3.06,3.54,1.8,66.0,65.0,0.0,0.0,10.0,2.0,SergheiSpivac,260.0,78.0,26,3.85,3.1,2.83,0.2,50.0,56.0,63.0,70.0,13.0,2.0,1,0,1,-265.0,175.0
33,AlexMorono,170.0,11.0,31,5.05,3.69,0.43,0.4,42.0,56.0,25.0,52.0,19.0,7.0,DavidZawada,170.0,75.0,31,3.24,4.07,0.96,2.2,40.0,54.0,30.0,57.0,17.0,6.0,1,0,0,-139.0,100.0
34,ModestasBukauskas,205.0,78.0,27,3.77,4.36,0.0,0.0,35.0,50.0,0.0,0.0,11.0,4.0,KhalilRountreeJr.,205.0,76.0,31,3.06,3.63,0.0,0.2,38.0,49.0,0.0,50.0,9.0,5.0,0,0,1,-166.0,125.0
35,PaddyPimblett,155.0,10.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,LuigiVendramini,155.0,73.0,25,2.26,2.49,0.67,0.7,37.0,65.0,8.0,0.0,9.0,2.0,1,0,1,-163.0,125.0
36,JackShore,135.0,71.0,26,3.14,1.61,5.52,0.8,57.0,56.0,46.0,0.0,14.0,0.0,LiudvikSholinian,135.0,10.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1,0,0,-714.0,400.0
37,JulianErosa,145.0,74.0,32,5.1,5.78,1.29,0.9,47.0,50.0,54.0,58.0,25.0,10.0,CharlesJourdain,145.0,69.0,26,4.79,4.11,0.0,0.7,45.0,61.0,0.0,47.0,11.0,3.0,1,1,0,150.0,-200.0
38,DalchaLungiambula,185.0,76.0,34,1.85,2.27,2.07,0.0,50.0,43.0,50.0,75.0,11.0,2.0,Marc-AndreBarriault,185.0,74.0,31,5.36,4.79,0.43,0.0,48.0,55.0,25.0,72.0,12.0,4.0,0,0,0,130.0,-175.0
39,AnthonySmith,205.0,76.0,33,3.0,4.36,0.47,0.7,47.0,42.0,28.0,47.0,35.0,16.0,RyanSpann,205.0,79.0,30,3.55,3.45,1.72,1.7,45.0,47.0,41.0,60.0,19.0,6.0,1,1,0,-177.0,110.0
40,ArmanTsarukyan,155.0,72.0,25,3.35,1.43,3.5,0.0,44.0,62.0,35.0,78.0,16.0,2.0,ChristosGiagos,155.0,10.0,31,2.93,2.77,3.38,0.5,41.0,50.0,41.0,50.0,19.0,8.0,1,0,1,-1000.0,525.0
41,NateManess,135.0,10.0,30,2.4,4.63,1.33,0.7,45.0,45.0,66.0,88.0,13.0,1.0,TonyGravely,135.0,69.0,30,4.01,3.11,6.11,0.6,54.0,45.0,54.0,52.0,21.0,6.0,1,0,1,160.0,-225.0
42,JoaquinBuckley,185.0,10.0,27,4.58,5.46,0.6,0.0,36.0,51.0,16.0,0.0,12.0,4.0,AntonioArroyo,185.0,73.0,32,3.08,1.72,1.4,0.3,70.0,44.0,41.0,32.0,9.0,4.0,1,0,1,-222.0,147.0
43,MikeRodriguez,205.0,82.0,33,4.61,3.39,0.0,0.0,59.0,40.0,0.0,41.0,11.0,6.0,TafonNchukwi,205.0,77.0,27,6.08,4.48,0.41,0.0,51.0,51.0,25.0,66.0,5.0,1.0,0,0,0,-105.0,-129.0
44,MontelJackson,135.0,10.0,29,3.77,1.5,4.15,0.2,55.0,56.0,77.0,66.0,10.0,2.0,JPBuys,135.0,67.0,25,2.66,3.05,2.22,2.2,45.0,43.0,50.0,33.0,9.0,3.0,1,0,0,-700.0,430.0
45,ImpaKasanganay,170.0,11.0,27,5.08,3.41,1.83,0.3,49.0,59.0,58.0,63.0,9.0,1.0,CarlstonHarris,170.0,76.0,34,1.74,0.35,0.0,5.2,38.0,90.0,0.0,0.0,16.0,4.0,0,0,1,-124.0,-120.0
46,AlexanderVolkanovski,145.0,71.0,33,6.02,3.31,2.09,0.3,55.0,60.0,34.0,72.0,22.0,1.0,BrianOrtega,145.0,69.0,30,4.29,6.28,0.8,1.1,38.0,52.0,21.0,56.0,15.0,1.0,1,0,0,-200.0,145.0
47,NickDiaz,170.0,76.0,38,5.43,3.56,1.32,1.0,42.0,61.0,33.0,60.0,26.0,9.0,RobbieLawler,170.0,11.0,39,3.5,4.16,0.68,0.0,45.0,60.0,64.0,64.0,28.0,15.0,0,0,1,120.0,-178.0
48,CurtisBlaydes,265.0,80.0,30,3.59,1.7,6.64,0.0,53.0,57.0,54.0,33.0,14.0,3.0,JairzinhoRozenstruik,242.0,78.0,33,3.15,3.27,0.0,0.0,49.0,40.0,0.0,80.0,12.0,2.0,1,0,0,-380.0,240.0
49,MarlonMoraes,135.0,67.0,33,3.38,4.11,1.0,0.4,39.0,56.0,41.0,66.0,23.0,8.0,MerabDvalishvili,135.0,68.0,30,4.02,2.22,7.38,0.4,39.0,61.0,43.0,78.0,13.0,4.0,0,0,1,200.0,-310.0
50,ShamilAbdurakhimov,235.0,76.0,40,2.45,2.45,1.23,0.2,44.0,58.0,24.0,47.0,20.0,5.0,ChrisDaukaus,250.0,76.0,32,1.78,3.22,0.0,0.0,61.0,65.0,0.0,0.0,11.0,3.0,0,0,1,163.0,-225.0
51,UrosMedic,155.0,71.0,28,9.91,0.52,0.0,0.0,77.0,86.0,0.0,0.0,7.0,0.0,JalinTurner,155.0,77.0,26,6.2,4.37,0.71,1.8,47.0,45.0,66.0,78.0,10.0,5.0,0,1,0,-134.0,-106.0
52,CodyBrundage,185.0,72.0,27,7.97,6.29,6.29,0.0,82.0,6.0,33.0,0.0,5.0,1.0,NickMaximov,185.0,76.0,24,2.47,0.33,2.0,0.0,58.0,58.0,40.0,0.0,6.0,0.0,0,0,0,100.0,-152.0
53,MatthewSemelsberger,170.0,75.0,29,6.11,5.68,0.99,0.5,48.0,61.0,0.0,0.0,8.0,3.0,MartinSano,170.0,11.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1,0,1,-700.0,330.0
54,JonathanPearce,145.0,71.0,29,8.8,6.65,5.91,0.7,55.0,46.0,60.0,75.0,10.0,4.0,OmarMorales,145.0,11.0,36,3.66,3.01,0.68,0.0,37.0,63.0,0.0,87.0,11.0,1.0,1,1,0,120.0,-162.0
55,ThiagoSantos,205.0,76.0,37,4.27,2.33,0.7,0.1,48.0,55.0,38.0,66.0,21.0,9.0,JohnnyWalker,205.0,82.0,29,4.41,3.51,0.4,1.2,72.0,31.0,0.0,60.0,18.0,5.0,1,0,0,-161.0,125.0
56,AlexOliveira,170.0,11.0,33,2.86,2.23,2.37,0.6,50.0,48.0,37.0,63.0,22.0,10.0,NikoPrice,170.0,76.0,32,5.29,5.87,0.75,0.9,41.0,48.0,20.0,66.0,14.0,5.0,0,0,0,150.0,-215.0
57,MishaCirkunov,205.0,77.0,34,4.18,3.22,4.28,2.3,51.0,60.0,57.0,71.0,15.0,6.0,KrzysztofJotko,185.0,77.0,32,2.94,2.2,1.16,0.1,41.0,57.0,34.0,87.0,22.0,5.0,0,0,0,-104.0,-145.0
58,JoeSolecki,155.0,70.0,28,2.68,0.85,2.39,0.8,66.0,58.0,50.0,0.0,11.0,2.0,JaredGordon,145.0,68.0,33,5.54,3.22,2.81,0.0,56.0,60.0,39.0,55.0,17.0,4.0,0,0,0,-140.0,101.0
59,DevonteSmith,155.0,76.0,28,5.64,2.65,0.74,0.7,55.0,59.0,0.0,0.0,11.0,2.0,JamieMullarkey,155.0,74.0,27,2.02,4.65,3.9,0.5,34.0,43.0,30.0,66.0,13.0,4.0,0,0,1,-165.0,125.0
60,DouglasSilvadeAndrade,145.0,68.0,36,3.77,4.26,0.7,0.0,38.0,58.0,50.0,66.0,26.0,4.0,GaetanoPirrello,135.0,68.0,29,0.67,1.89,0.0,0.0,42.0,46.0,0.0,30.0,15.0,6.0,1,0,1,-280.0,200.0
61,AlejandroPerez,145.0,67.0,32,3.52,2.94,0.52,0.1,35.0,64.0,20.0,73.0,22.0,8.0,JohnnyEduardo,135.0,71.0,43,2.89,3.34,0.0,0.5,38.0,63.0,0.0,62.0,28.0,12.0,1,1,0,-300.0,195.0
62,RandyBrown,170.0,78.0,31,3.72,2.79,0.98,0.7,47.0,53.0,46.0,71.0,13.0,4.0,JaredGooden,170.0,77.0,28,5.04,7.55,0.96,0.0,42.0,49.0,0.0,83.0,18.0,6.0,1,0,0,-330.0,195.0
63,TimElliott,125.0,66.0,35,3.35,2.49,4.01,1.1,45.0,59.0,49.0,58.0,18.0,11.0,MatheusNicolau,125.0,66.0,28,3.79,2.83,1.93,1.4,52.0,67.0,44.0,0.0,16.0,3.0,0,0,0,150.0,-200.0
64,ChrisGutierrez,145.0,67.0,30,4.3,2.45,0.57,0.2,57.0,59.0,60.0,73.0,16.0,3.0,FelipeColares,135.0,69.0,27,2.15,4.22,2.0,0.8,51.0,38.0,23.0,38.0,10.0,2.0,1,0,0,-286.0,195.0
65,CharlesRosa,145.0,69.0,35,3.14,3.69,1.78,1.1,36.0,48.0,35.0,37.0,14.0,5.0,DamonJackson,145.0,11.0,33,2.46,3.63,1.14,2.7,35.0,45.0,20.0,35.0,18.0,4.0,0,0,0,150.0,-225.0
66,SteveGarcia,155.0,75.0,29,4.31,2.52,0.61,0.6,55.0,36.0,25.0,0.0,11.0,4.0,CharlieOntiveros,185.0,78.0,30,0.33,4.18,0.0,0.0,40.0,19.0,0.0,0.0,11.0,7.0,1,0,1,-357.0,245.0
67,AndreiArlovski,240.0,77.0,42,3.62,2.95,0.45,0.2,44.0,57.0,36.0,78.0,31.0,20.0,CarlosFelipe,245.0,75.0,26,4.88,5.62,0.0,0.0,46.0,50.0,0.0,72.0,11.0,1.0,1,0,0,-115.0,-136.0
68,AndrewSanchez,185.0,74.0,33,4.48,5.05,1.92,0.0,42.0,51.0,31.0,0.0,13.0,6.0,BrunoSilva,185.0,74.0,32,4.0,0.21,0.0,0.0,73.0,0.0,0.0,0.0,20.0,6.0,0,0,1,122.0,-163.0
69,DannyRoberts,170.0,74.0,34,3.41,3.08,0.18,0.4,44.0,55.0,6.0,53.0,17.0,5.0,RamazanEmeev,170.0,10.0,34,2.5,1.98,2.33,0.5,45.0,66.0,29.0,66.0,20.0,4.0,1,0,0,240.0,-350.0
70,NateLandwehr,145.0,72.0,33,7.02,7.67,0.0,0.0,50.0,51.0,0.0,85.0,14.0,4.0,LudovitKlein,145.0,72.0,26,3.32,3.69,3.69,0.0,54.0,45.0,57.0,0.0,17.0,3.0,1,1,0,275.0,-400.0
71,DanaaBatgerel,135.0,70.0,32,5.78,2.65,0.0,0.0,39.0,58.0,0.0,57.0,9.0,2.0,BrandonDavis,135.0,10.0,31,4.65,4.33,0.71,0.1,35.0,60.0,45.0,56.0,10.0,8.0,1,0,1,-165.0,112.0
72,PauloCosta,205.0,72.0,30,7.03,6.7,0.0,0.0,57.0,50.0,0.0,80.0,13.0,1.0,MarvinVettori,205.0,74.0,28,3.88,3.04,2.24,0.7,43.0,63.0,47.0,78.0,17.0,5.0,0,0,0,148.0,-222.0
73,AlexCaceres,145.0,10.0,33,4.1,2.82,0.57,0.8,50.0,65.0,78.0,64.0,18.0,12.0,SeungWooChoi,145.0,74.0,29,3.31,2.55,1.0,0.0,41.0,46.0,57.0,66.0,10.0,3.0,1,1,0,195.0,-333.0
74,FranciscoTrinaldo,170.0,70.0,43,3.08,2.64,1.03,0.5,43.0,59.0,45.0,60.0,26.0,8.0,DwightGrant,170.0,76.0,37,3.36,2.17,0.5,0.0,36.0,64.0,0.0,71.0,11.0,3.0,1,0,0,-145.0,100.0
75,NicolaeNegumereanu,205.0,78.0,27,2.73,5.73,0.5,0.0,37.0,26.0,20.0,57.0,10.0,1.0,IkeVillanueva,205.0,73.0,37,4.28,7.88,0.79,0.0,41.0,36.0,0.0,0.0,18.0,12.0,1,0,1,-270.0,175.0
76,MasonJones,155.0,10.0,26,7.33,5.31,2.02,0.0,40.0,50.0,42.0,76.0,10.0,1.0,DavidOnama,155.0,11.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1,0,0,-475.0,310.0
77,JamiePickett,185.0,80.0,33,2.87,5.35,1.44,0.4,55.0,44.0,40.0,37.0,11.0,6.0,LaureanoStaropoli,185.0,71.0,28,3.64,3.85,0.8,0.0,33.0,54.0,40.0,52.0,9.0,4.0,1,0,0,160.0,-230.0
78,KhamaWorthy,155.0,11.0,35,4.22,3.86,0.0,0.8,47.0,46.0,0.0,57.0,16.0,8.0,JaiHerbert,155.0,77.0,33,1.33,2.66,0.0,0.0,29.0,43.0,0.0,30.0,10.0,3.0,0,0,1,130.0,-190.0
79,JeffMolina,125.0,69.0,24,8.83,6.63,0.0,0.0,47.0,55.0,0.0,16.0,9.0,2.0,DanielDaSilva,125.0,70.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1,0,1,-175.0,132.0
80,JonathanMartinez,135.0,70.0,27,4.27,3.81,0.48,0.0,46.0,58.0,37.0,63.0,13.0,4.0,ZviadLazishvili,135.0,69.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1,0,0,-118.0,-125.0
81,JanBlachowicz,205.0,78.0,38,3.59,2.79,1.18,0.2,49.0,53.0,53.0,65.0,28.0,8.0,GloverTeixeira,205.0,76.0,42,3.75,3.84,2.04,1.0,47.0,54.0,40.0,60.0,32.0,7.0,0,1,0,-315.0,200.0
82,PetrYan,135.0,67.0,28,5.99,3.55,2.14,0.1,52.0,62.0,66.0,90.0,15.0,2.0,CorySandhagen,135.0,11.0,29,6.32,4.05,0.74,0.6,47.0,59.0,44.0,65.0,14.0,3.0,1,0,0,-305.0,175.0
83,IslamMakhachev,155.0,10.0,30,2.24,0.77,3.31,1.0,58.0,70.0,65.0,88.0,20.0,1.0,DanHooker,155.0,75.0,31,4.95,4.66,0.91,0.2,48.0,52.0,36.0,80.0,21.0,10.0,1,1,0,-625.0,325.0
84,AlexanderVolkov,250.0,80.0,33,4.84,2.88,0.57,0.2,57.0,54.0,70.0,67.0,33.0,9.0,MarcinTybura,249.0,78.0,36,3.63,3.31,1.67,0.1,50.0,55.0,45.0,82.0,22.0,6.0,1,0,0,-333.0,210.0
85,MagomedAnkalaev,205.0,75.0,29,3.41,1.78,1.18,0.0,53.0,65.0,33.0,85.0,15.0,1.0,VolkanOezdemir,205.0,75.0,32,5.03,4.24,0.36,0.0,45.0,55.0,20.0,80.0,17.0,5.0,1,0,0,-365.0,250.0
86,RicardoRamos,145.0,72.0,26,3.1,3.6,3.08,0.7,41.0,57.0,58.0,73.0,15.0,3.0,ZubairaTukhugov,145.0,68.0,30,2.54,2.53,2.54,0.0,38.0,63.0,46.0,0.0,19.0,5.0,0,0,0,130.0,-177.0
87,AlbertDuraev,185.0,11.0,32,0.57,0.29,4.31,4.3,66.0,83.0,0.0,0.0,14.0,3.0,RomanKopylov,185.0,75.0,30,2.64,3.07,0.0,0.0,38.0,63.0,0.0,66.0,8.0,1.0,1,0,0,-450.0,235.0
88,ElizeuZaleskidosSantos,170.0,11.0,35,4.05,3.07,0.57,0.5,39.0,59.0,17.0,52.0,22.0,7.0,BenoitSaintDenis,170.0,11.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1,0,0,-2000.0,185.0
89,ShamilGamzatov,205.0,76.0,31,4.27,2.13,0.0,0.0,46.0,58.0,0.0,50.0,14.0,0.0,MichalOleksiejczuk,205.0,74.0,26,4.45,3.24,0.69,0.0,52.0,67.0,40.0,40.0,15.0,4.0,0,0,1,-130.0,-125.0
90,MakwanAmirkhani,145.0,10.0,33,1.4,2.52,3.61,1.1,43.0,52.0,40.0,57.0,16.0,6.0,LeroneMurphy,145.0,73.0,30,2.86,2.07,0.87,0.9,42.0,63.0,33.0,41.0,10.0,0.0,0,0,1,215.0,-335.0
91,HuYaozong,185.0,72.0,26,4.43,5.23,0.0,0.7,52.0,38.0,0.0,0.0,3.0,2.0,AndrePetroski,185.0,73.0,30,3.48,2.35,4.55,1.1,57.0,40.0,44.0,0.0,6.0,2.0,0,1,0,160.0,-286.0
92,TagirUlanbekov,125.0,70.0,30,3.07,3.13,5.0,0.0,37.0,58.0,45.0,50.0,13.0,1.0,AllanNascimento,125.0,69.0,30,7.0,5.4,1.0,0.0,68.0,44.0,10.0,0.0,17.0,5.0,1,0,0,-425.0,275.0
93,KamaruUsman,170.0,76.0,34,4.63,2.4,3.27,0.1,54.0,57.0,48.0,0.0,19.0,1.0,ColbyCovington,170.0,11.0,33,4.12,2.86,4.61,0.1,38.0,55.0,50.0,75.0,16.0,2.0,1,0,0,-320.0,220.0
94,FrankieEdgar,135.0,68.0,40,3.7,2.71,2.28,0.3,39.0,66.0,31.0,65.0,23.0,9.0,MarlonVera,135.0,70.0,29,3.91,4.08,0.88,1.3,50.0,51.0,42.0,69.0,17.0,7.0,0,0,1,125.0,-190.0
95,ShaneBurgos,145.0,11.0,30,7.29,6.11,0.27,0.1,49.0,58.0,0.0,89.0,13.0,3.0,BillyQuarantillo,145.0,10.0,33,7.08,4.33,1.66,1.7,64.0,43.0,34.0,57.0,16.0,3.0,1,0,0,-200.0,137.0
96,JustinGaethje,155.0,11.0,33,7.46,7.99,0.0,0.0,59.0,55.0,0.0,69.0,22.0,3.0,MichaelChandler,155.0,71.0,35,4.49,3.87,2.03,1.6,50.0,49.0,41.0,71.0,22.0,6.0,1,0,0,-225.0,165.0
97,AlexPereira,185.0,79.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,AndreasMichailidis,185.0,76.0,33,4.8,4.4,0.75,0.0,52.0,51.0,50.0,0.0,13.0,4.0,1,0,1,-303.0,210.0
98,AlIaquinta,155.0,10.0,34,4.06,4.44,0.64,0.2,40.0,61.0,18.0,74.0,14.0,6.0,BobbyGreen,155.0,10.0,35,5.45,3.55,1.46,0.3,51.0,62.0,39.0,72.0,27.0,12.0,0,0,1,150.0,-222.0
99,PhilHawes,185.0,77.0,32,3.44,3.29,2.7,0.4,58.0,52.0,38.0,0.0,11.0,2.0,ChrisCurtis,185.0,10.0,34,7.23,5.34,0.0,0.0,70.0,60.0,0.0,0.0,26.0,8.0,0,0,1,-400.0,310.0
100,EdmenShahbazyan,185.0,74.0,24,3.46,4.1,2.97,0.7,49.0,48.0,40.0,55.0,11.0,2.0,NassourdineImavov,185.0,75.0,26,4.3,2.23,0.79,1.6,54.0,58.0,22.0,69.0,10.0,3.0,0,0,1,-106.0,-126.0
101,IanGarry,170.0,74.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,JordanWilliams,185.0,75.0,31,5.97,5.65,1.23,0.0,50.0,35.0,57.0,85.0,9.0,5.0,1,0,1,-490.0,290.0
